RID,原文斷詞,原文出題,原文答案,原文規則,原文出題規則,原文出題答案
599,那_人1 一_m1 天_q1 ，_w1 正是_v1 西元_物1 一八七六年_t1 三月_物2 十日_t2 ，_w2 也_d1 就_d2 是_vshi1 人類_物3 有_vyou1 了_y1 第一_m2 架_q2 電話機_物4 的_u1 日子_物5 。_w3,那一天，正是西元一八七六年的三月十日，也就是人類有了第一架什麼東西的日子,電話機,人1 + m1 + q1 + w1 + v1 + 物1 + t1 + 物2 + t2 + w2 + d1 + d2 + vshi1 + 物3 + vyou1 + y1 + m2 + q2 + 物4 + u1 + 物5 + w3,人1 + m1 + q1 + w1 + v1 + 物1 + m1 + u1 + 物2 + t2 + w1 + d1 + d2 + vshi1 + 物3 + vyou1 + y1 + m2 + q2 + 什麼東西 + u1 + 物5,物4
600,也_d1 就_d2 是_vshi1 人類_物1 有_vyou1 了_y1 第一_m1 架_q1 電話機_物2 的_u1 日子_物3 。_w1,也就是人類有了第一架什麼東西的日子,電話機,d1 + d2 + vshi1 + 物1 + vyou1 + y1 + m1 + q1 + 物2 + u1 + 物3 + w1,d1 + d2 + vshi1 + 物1 + vyou1 + y1 + m1 + q1 + 什麼東西 + u1 + 物3,物2
601,古代_時1 秦國_時2 的_u1 土地_物1 上_f1 有_vyou1 一_m1 條_q1 河_物2,何時秦國的土地上有一條河,古代,時1 + 時2 + u1 + 物1 + f1 + vyou1 + m1 + q1 + 物2,何時 + 時2 + u1 + 物1 + f1 + vyou1 + m1 + q1 + 物2,時1
602,古代_時1 秦國_時2 的_u1 土地_物1 上_f1 有_vyou1 一_m1 條_q1 河_物2,古代秦國的土地上有一條什麼,河,時1 + 時2 + u1 + 物1 + f1 + vyou1 + m1 + q1 + 物2,時1 + 時2 + u1 + 物1 + f1 + vyou1 + m1 + q1 + 什麼,物2
603,古代_時1 秦國_時2 的_u1 土地_物1 上_f1 有_vyou1 一_m1 條_q1 河_物2 ，_w1 常常_d1 鬧_v1 水災_物3,何時秦國的土地上有一條河，常常鬧水災,古代,時1 + 時2 + u1 + 物1 + f1 + vyou1 + m1 + q1 + 物2 + w1 + d1 + v1 + 物3,何時 + 時2 + u1 + 物1 + f1 + vyou1 + m1 + q1 + 物2 + w1 + d1 + v1 + 物3,時1
604,古代_時1 秦國_時2 的_u1 土地_物1 上_f1 有_vyou1 一_m1 條_q1 河_物2 ，_w1 常常_d1 鬧_v1 水災_物3,古代秦國的土地上有一條什麼，常常鬧水災,河,時1 + 時2 + u1 + 物1 + f1 + vyou1 + m1 + q1 + 物2 + w1 + d1 + v1 + 物3,時1 + 時2 + u1 + 物1 + f1 + vyou1 + m1 + q1 + 什麼 + w1 + d1 + v1 + 物3,物2
605,淹沒_v1 了_y1 附近_f1 的_u1 農田_物1 和_c1 房屋_物2,淹沒了附近的什麼和房屋,農田,v1 + y1 + f1 + u1 + 物1 + c1 + 物2,v1 + y1 + f1 + u1 + 什麼 + c1 + 物2,物1
606,淹沒_v1 了_y1 附近_f1 的_u1 農田_物1 和_c1 房屋_物2,淹沒了附近的農田和什麼,房屋,v1 + y1 + f1 + u1 + 物1 + c1 + 物2,v1 + y1 + f1 + u1 + 物1 + c1 + 什麼,物2
607,當地_s1 的_u1 居民_人1 受到_v1 很_d1 大_a1 的_u2 損失_物1 ，_w1 生活_物2 非常_d2 困苦_a2,當地的誰受到很大的損失，生活非常困苦,居民,s1 + u1 + 人1 + v1 + d1 + a1 + u2 + 物1 + w1 + 物2 + d2 + a2,s1 + u1 + 誰 + v1 + d1 + a1 + u1 + 物1 + w1 + 物2 + d2 + a2,人1
608,秦王_人1 很_d1 著_v1 急_a1 ，_w1 希望_v2 能_v3 找到_v4 一個_m1 水利_物1 專家_物2 ，_w2 幫_v5 他_人2 想想_a2 辦法_物3,誰很著急，希望能找到一個水利專家，幫他想想辦法,秦王,人1 + d1 + v1 + a1 + w1 + v2 + v3 + v4 + m1 + 物1 + 物2 + w2 + v5 + 人2 + a2 + 物3,誰 + d1 + v1 + a1 + w1 + v2 + v3 + v4 + m1 + 物1 + 物2 + w1 + v5 + 人2 + a2 + 物3,人1
609,秦王_人1 很_d1 著_v1 急_a1,誰很著急,秦王,人1 + d1 + v1 + a1,誰 + d1 + v1 + a1,人1
610,後來_時1 找到_v1 了_y1 李冰_人1 ，_w1 便_d1 派_v2 他_人2 去_v3 治水_v4,後來找到了誰，便派他去治水,李冰,時1 + v1 + y1 + 人1 + w1 + d1 + v2 + 人2 + v3 + v4,時1 + v1 + y1 + 誰 + w1 + d1 + v2 + 人2 + v3 + v4,人1
611,後來_時1 找到_v1 了_y1 李冰_人1 ，_w1 便_d1 派_v2 他_人2 去_v3 治水_v4,後來找到了李冰，便派誰去治水,他,時1 + v1 + y1 + 人1 + w1 + d1 + v2 + 人2 + v3 + v4,時1 + v1 + y1 + 人1 + w1 + d1 + v2 + 誰 + v3 + v4,人2
612,後來_時1 找到_v1 了_y1 李冰_人1,後來找到了誰,李冰,時1 + v1 + y1 + 人1,時1 + v1 + y1 + 誰,人1
613,便_d1 派_v1 他_人1 去_v2 治水_v3,便派誰去治水,他,d1 + v1 + 人1 + v2 + v3,d1 + v1 + 誰 + v2 + v3,人1
614,李冰_人1 先_d1 仔細_a1 察看_v1 這_人2 條_q1 河流_物1 的_u1 水道_物2 ，_w1 再_d2 找_v2 出_v3 了_y1 鬧_v4 水災_物3 的_u2 原因_物4,誰先仔細查看這條河流的水道，再找出了鬧水災的原因,李冰,人1 + d1 + a1 + v1 + 人2 + q1 + 物1 + u1 + 物2 + w1 + d2 + v2 + v3 + y1 + v4 + 物3 + u2 + 物4,誰 + d1 + a1 + 人2 + q1 + 物1 + u1 + 物2 + w1 + d2 + v2 + v3 + y1 + v4 + 物3 + u1 + 物4,人1
615,李冰_人1 先_d1 仔細_a1 察看_v1 這_人2 條_q1 河流_物1 的_u1 水道_物2 ，_w1 再_d2 找_v2 出_v3 了_y1 鬧_v4 水災_物3 的_u2 原因_物4,李冰先仔細查看這條河流的什麼，再找出了鬧水災的原因,水道,人1 + d1 + a1 + v1 + 人2 + q1 + 物1 + u1 + 物2 + w1 + d2 + v2 + v3 + y1 + v4 + 物3 + u2 + 物4,人1 + d1 + a1 + 人2 + q1 + 物1 + u1 + 什麼 + w1 + d2 + v2 + v3 + y1 + v4 + 物3 + u1 + 物4,物2
616,李冰_人1 先_d1 仔細_a1 察看_v1 這_人2 條_q1 河流_物1 的_u1 水道_物2,誰先仔細查看這條河流的水道,李冰,人1 + d1 + a1 + v1 + 人2 + q1 + 物1 + u1 + 物2,誰 + d1 + a1 + 人2 + q1 + 物1 + u1 + 物2,人1
617,李冰_人1 先_d1 仔細_a1 察看_v1 這_人2 條_q1 河流_物1 的_u1 水道_物2,李冰先仔細查看這條河流的什麼,水道,人1 + d1 + a1 + v1 + 人2 + q1 + 物1 + u1 + 物2,人1 + d1 + a1 + 人2 + q1 + 物1 + u1 + 什麼,物2
618,冬天_物1 ，_w1 山上_s1 了_y1 很多_m1 雪_物2,冬天，山上積了很多什麼,雪,物1 + w1 + s1 + y1 + m1 + 物2,物1 + w1 + s1 + y1 + m1 + 什麼,物2
619,到_v1 了_y1 夏天_t1 ，_w1 積雪_人1 變成_v2 了_y2 水_物1 ，_w2 水_物2 往_p1 下流_物3,到了夏天，什麼便成了水，水往下流,水,v1 + y1 + t1 + w1 + 人1 + v2 + y2 + 物1 + w2 + 物2 + p1 + 物3,v1 + y1 + t1 + w1 + 什麼 + y1 + 物1 + w1 + 物1 + p1 + 物3,物2
620,山下_時1 的_u1 水道_物1 很_d1 窄_a1 ，_w1 容_v1 不_d2 下_v2 那麼_r1 多_a2 的_u2 水_物2 ，_w2 於是_c1 就_d3 淹沒_v3 了_y1 兩_m1 岸_物3 的_u3 土地_物4,山下的水道很窄，容不下那麼多的什麼，於是就淹沒了兩岸的土地,水,時1 + u1 + 物1 + d1 + a1 + w1 + v1 + d2 + v2 + r1 + a2 + u2 + 物2 + w2 + c1 + d3 + v3 + y1 + m1 + 物3 + u3 + 物4,時1 + u1 + 物1 + d1 + a1 + w1 + v1 + d2 + v2 + r1 + a2 + u1 + 什麼 + w1 + c1 + d3 + v3 + y1 + m1 + 物3 + u1 + 物4,物2
621,山下_時1 的_u1 水道_物1 很_d1 窄_a1 ，_w1 容_v1 不_d2 下_v2 那麼_r1 多_a2 的_u2 水_物2 ，_w2 於是_c1 就_d3 淹沒_v3 了_y1 兩_m1 岸_物3 的_u3 土地_物4,山下的水道很窄，容不下那麼多的水，於是就淹沒了兩岸的什麼,土地,時1 + u1 + 物1 + d1 + a1 + w1 + v1 + d2 + v2 + r1 + a2 + u2 + 物2 + w2 + c1 + d3 + v3 + y1 + m1 + 物3 + u3 + 物4,時1 + u1 + u1 + u1 + 物1 + d1 + a1 + w1 + w1 + v1 + d2 + v2 + r1 + a2 + 物2 + c1 + d3 + v3 + y1 + m1 + 物3 + 什麼,物4
622,李冰_人1 想_v1 出_v2 了_y1 一個_m1 辦法_物1,誰想出了一個辦法,李冰,人1 + v1 + v2 + y1 + m1 + 物1,誰 + v1 + v2 + y1 + m1 + 物1,人1
623,他_人1 在_p1 河_人2 中_f1 築_v1 起_v2 一_m1 道_q1 分水堤_物1 ，_w1 把_p2 河_人3 分成_v3 兩_m2 個_q2 水道_物2,誰在河中築起一道分水堤，把河分成兩個水道,他,人1 + p1 + 人2 + f1 + v1 + v2 + m1 + q1 + 物1 + w1 + p2 + 人3 + v3 + m2 + q2 + 物2,誰 + p1 + 人2 + f1 + v1 + v2 + m1 + q1 + 物1 + w1 + p2 + 人2 + v3 + m2 + q2 + 物2,人1
624,他_人1 在_p1 河_人2 中_f1 築_v1 起_v2 一_m1 道_q1 分水堤_物1 ，_w1 把_p2 河_人3 分成_v3 兩_m2 個_q2 水道_物2,他在河中築起一道什麼東西，把河分成兩個水道,分水堤,人1 + p1 + 人2 + f1 + v1 + v2 + m1 + q1 + 物1 + w1 + p2 + 人3 + v3 + m2 + q2 + 物2,人1 + p1 + 人2 + f1 + v1 + v2 + m1 + q1 + 什麼東西 + w1 + p2 + 人2 + v3 + m2 + q2 + 物2,物1
625,平時_物1 水_物2 少_a1 ，_w1 就_d1 走_v1 一_m1 條_q1 水道_物3,什麼時間水少，就走一條水道,平時,物1 + 物2 + a1 + w1 + d1 + v1 + m1 + q1 + 物3,什麼 + 物2 + a1 + w1 + d1 + v1 + m1 + q1 + 物2,物1
626,遇到_v1 大水_物1 時_物2 ，_w1 水_人1 自動_d1 往_p1 兩_m1 條_q1 水道_物3 流_v2 去_v3,遇到什麼時，水自動往兩條水道流去,大水,v1 + 物1 + 物2 + w1 + 人1 + d1 + p1 + m1 + q1 + 物3 + v2 + v3,v1 + 什麼 + 物2 + w1 + 人1 + d1 + p1 + m1 + q1 + 人1 + v2 + v3,物1
627,遇到_v1 大水_物1 時_物2 ，_w1 水_人1 自動_d1 往_p1 兩_m1 條_q1 水道_物3 流_v2 去_v3,遇到大水時，什麼自動往兩條水道流去,水道,v1 + 物1 + 物2 + w1 + 人1 + d1 + p1 + m1 + q1 + 物3 + v2 + v3,v1 + 物1 + 物2 + w1 + 什麼 + d1 + p1 + m1 + q1 + 人1 + v2 + v3,物3
628,有_vyou1 了_y1 這_人1 兩_m1 條_q1 水道_物1 之後_f1 ，_w1 就_d1 不_d2 再_d3 鬧_v1 水災_物2 了_y2,有了這兩條什麼之後，就不再鬧水災了,水道,vyou1 + y1 + 人1 + m1 + q1 + 物1 + f1 + w1 + d1 + d2 + d3 + v1 + 物2 + y2,vyou1 + y1 + 人1 + m1 + q1 + 什麼 + f1 + w1 + d1 + d2 + d3 + v1 + 物2 + y1,物1
629,李冰_人1 教_v1 河流_物1 兩岸_物2 的_u1 老百姓_物3 ，_w1 挖_v2 了_y1 許多_m1 水溝_物4,誰教河流兩岸的老百姓，挖了許多水溝,李冰,人1 + v1 + 物1 + 物2 + u1 + 物3 + w1 + v2 + y1 + m1 + 物4,誰 + v1 + 物1 + 物2 + u1 + 物3 + w1 + v2 + y1 + m1 + 物4,人1
630,李冰_人1 教_v1 河流_物1 兩岸_物2 的_u1 老百姓_物3 ，_w1 挖_v2 了_y1 許多_m1 水溝_物4,李冰教河流兩岸的老百姓，挖了許多什麼,水溝,人1 + v1 + 物1 + 物2 + u1 + 物3 + w1 + v2 + y1 + m1 + 物4,人1 + v1 + 物1 + 物2 + u1 + 物3 + w1 + v2 + y1 + m1 + 什麼,物4
631,把_p1 水_物1 引_v1 到_v2 田裡_s1 ，_w1 使_v3 荒地_物2 變成_v4 農田_物3,把什麼引到田裡，使荒地變成農田,水,p1 + 物1 + v1 + v2 + s1 + w1 + v3 + 物2 + v4 + 物3,p1 + 什麼 + v1 + v2 + s1 + w1 + v3 + 物2 + v4 + 物3,物1
632,把_p1 水_物1 引_v1 到_v2 田裡_s1 ，_w1 使_v3 荒地_物2 變成_v4 農田_物3,把水引到田裡，使什麼變成農田,荒地,p1 + 物1 + v1 + v2 + s1 + w1 + v3 + 物2 + v4 + 物3,p1 + 物1 + v1 + v2 + s1 + w1 + v3 + 什麼 + v4 + 物3,物2
633,把_p1 水_物1 引_v1 到_v2 田裡_s1 ，_w1 使_v3 荒地_物2 變成_v4 農田_物3,把水引到田裡，使荒地變成什麼,農田,p1 + 物1 + v1 + v2 + s1 + w1 + v3 + 物2 + v4 + 物3,p1 + 物1 + v1 + v2 + s1 + w1 + v3 + 物2 + v4 + 什麼,物3
634,當地_s1 的_u1 老百姓_人1 非_d1 常_d2 感激_v1 李冰_人2,當地的誰非常感謝李冰,老百姓,s1 + u1 + 人1 + d1 + d2 + v1 + 人2,s1 + u1 + 誰 + d1 + d2 + 人2,人1
635,當地_s1 的_u1 老百姓_人1 非_d1 常_d2 感激_v1 李冰_人2,當地的老百姓非常感謝誰,李冰,s1 + u1 + 人1 + d1 + d2 + v1 + 人2,s1 + u1 + 人1 + d1 + d2 + 誰,人2
636,因為_c1 他_人1 整治_v1 河流_物1 ，_w1 解除_v2 了_y1 大家_r1 的_u1 痛苦_a1,因為誰整治河流，解除了大家的痛苦,他,c1 + 人1 + v1 + 物1 + w1 + v2 + y1 + r1 + u1 + a1,c1 + 誰 + v1 + 物1 + w1 + v2 + y1 + r1 + u1 + a1,人1
637,因為_c1 他_人1 整治_v1 河流_物1 ，_w1 解除_v2 了_y1 大家_r1 的_u1 痛苦_a1,因為他整治什麼，解除了大家的痛苦,河流,c1 + 人1 + v1 + 物1 + w1 + v2 + y1 + r1 + u1 + a1,c1 + 人1 + v1 + 什麼 + w1 + v2 + y1 + r1 + u1 + a1,物1
